MEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
24.0,0.00632,18.0,1,0,0.5379999879999999,6.5749998089999995,65.19999695,4.090000153,1,2,15.30000019,396.89999389999997,4.980000018999999
21.60000038,0.027310001,0.0,2,0,0.469000012,6.421000004,78.90000153,4.967100143,1,1,17.79999924,396.89999389999997,9.140000342999999
34.70000076,0.02729,0.0,2,0,0.469000012,7.184999942999999,61.09999847,4.967100143,1,1,17.79999924,392.82998660000004,4.03000021
33.40000153,0.032370001,0.0,1,0,0.45800000399999996,6.998000145,45.79999924,6.062200069,1,1,18.70000076,394.63000489999996,2.9400000569999998
36.20000076,0.069049999,0.0,1,0,0.45800000399999996,7.146999836,54.20000076,6.062200069,1,1,18.70000076,396.89999389999997,5.329999924
28.70000076,0.029850001,0.0,1,0,0.45800000399999996,6.429999828,58.70000076,6.062200069,1,1,18.70000076,394.11999510000004,5.210000038
22.89999962,0.08828999800000001,12.5,2,0,0.523999989,6.012000083999999,66.59999847,5.560500145,2,2,15.19999981,395.60000610000003,12.43000031
27.10000038,0.144549996,12.5,2,0,0.523999989,6.171999931,96.09999847,5.950500011,2,2,15.19999981,396.89999389999997,19.14999962
16.5,0.211239994,12.5,2,0,0.523999989,5.631000042,100.0,6.082099915,2,2,15.19999981,386.63000489999996,29.93000031
18.89999962,0.170039997,12.5,2,0,0.523999989,6.004000187000001,85.90000153,6.592100143,2,2,15.19999981,386.7099915,17.10000038
15.0,0.22488999399999998,12.5,2,0,0.523999989,6.376999855,94.30000305,6.346700191,2,2,15.19999981,392.519989,20.45000076
18.89999962,0.117470004,12.5,2,0,0.523999989,6.008999825,82.90000153,6.226699829,2,2,15.19999981,396.89999389999997,13.27000046
21.70000076,0.093780003,12.5,2,0,0.523999989,5.888999939,39.0,5.450900077999999,2,2,15.19999981,390.5,15.71000004
20.39999962,0.629760027,0.0,2,0,0.5379999879999999,5.948999882000001,61.79999924,4.707499981000001,1,2,21.0,396.89999389999997,8.260000229
18.20000076,0.637960017,0.0,2,0,0.5379999879999999,6.096000195,84.5,4.461900234,1,2,21.0,380.019989,10.26000023
19.89999962,0.627390027,0.0,2,0,0.5379999879999999,5.834000111,56.5,4.498600006,1,2,21.0,395.61999510000004,8.470000267
23.10000038,1.0539300440000001,0.0,2,0,0.5379999879999999,5.934999942999999,29.29999924,4.498600006,1,2,21.0,386.85000610000003,6.579999924
17.5,0.784200013,0.0,2,0,0.5379999879999999,5.989999771,81.69999695,4.257900238,1,2,21.0,386.75,14.67000008
20.20000076,0.802709997,0.0,2,0,0.5379999879999999,5.4559998510000005,36.59999847,3.796499968,1,2,21.0,288.98999019999997,11.68999958
18.20000076,0.725799978,0.0,2,0,0.5379999879999999,5.727000237,69.5,3.796499968,1,2,21.0,390.9500122,11.27999973
13.60000038,1.251790047,0.0,2,0,0.5379999879999999,5.570000172,98.09999847,3.797899961,1,2,21.0,376.57000730000004,21.02000046
19.60000038,0.852039993,0.0,2,0,0.5379999879999999,5.965000152999999,89.19999695,4.012300014,1,2,21.0,392.5299988,13.82999992
15.19999981,1.232470036,0.0,2,0,0.5379999879999999,6.142000198,91.69999695,3.976900101,1,2,21.0,396.89999389999997,18.71999931
14.5,0.9884300229999999,0.0,2,0,0.5379999879999999,5.8130002020000004,100.0,4.095200062,1,2,21.0,394.5400085,19.87999916
15.60000038,0.750259995,0.0,2,0,0.5379999879999999,5.923999786,94.09999847,4.399600029,1,2,21.0,394.32998660000004,16.29999924
13.89999962,0.8405399920000001,0.0,2,0,0.5379999879999999,5.598999977,85.69999695,4.454599857,1,2,21.0,303.42001339999996,16.51000023
16.60000038,0.671909988,0.0,2,0,0.5379999879999999,5.8130002020000004,90.30000305,4.68200016,1,2,21.0,376.88000489999996,14.81000042
14.80000019,0.9557700159999999,0.0,2,0,0.5379999879999999,6.046999931,88.80000305,4.453400135,1,2,21.0,306.38000489999996,17.28000069
18.39999962,0.772989988,0.0,2,0,0.5379999879999999,6.4949998860000004,94.40000153,4.454699993,1,2,21.0,387.94000239999997,12.80000019
21.0,1.002449989,0.0,2,0,0.5379999879999999,6.673999786,87.30000305,4.238999843999999,1,2,21.0,380.230011,11.97999954
12.69999981,1.1308100220000001,0.0,2,0,0.5379999879999999,5.712999821,94.09999847,4.232999802,1,2,21.0,360.17001339999996,22.60000038
14.5,1.354719996,0.0,2,0,0.5379999879999999,6.0720000270000005,100.0,4.1750001910000005,1,2,21.0,376.730011,13.03999996
13.19999981,1.3879899980000001,0.0,2,0,0.5379999879999999,5.9499998089999995,82.0,3.99000001,1,2,21.0,232.60000609999997,27.70999908
13.10000038,1.151720047,0.0,2,0,0.5379999879999999,5.701000214,95.0,3.787199974,1,2,21.0,358.769989,18.35000038
13.5,1.612820029,0.0,2,0,0.5379999879999999,6.096000195,96.90000153,3.759799957,1,2,21.0,248.30999759999997,20.34000015
18.89999962,0.064170003,0.0,2,0,0.49900001299999996,5.933000087999999,68.19999695,3.3603000639999996,2,2,19.20000076,396.89999389999997,9.680000305
20.0,0.09743999699999999,0.0,2,0,0.49900001299999996,5.84100008,61.40000153,3.377899885,2,2,19.20000076,377.55999760000003,11.40999985
21.0,0.080140002,0.0,2,0,0.49900001299999996,5.849999905,41.5,3.934200048,2,2,19.20000076,396.89999389999997,8.770000458
24.70000076,0.175050005,0.0,2,0,0.49900001299999996,5.96600008,30.20000076,3.847300053,2,2,19.20000076,393.42999269999996,10.13000011
30.79999924,0.027629999,75.0,1,0,0.42800000299999996,6.59499979,21.79999924,5.401100158999999,1,1,18.29999924,395.63000489999996,4.320000172
34.90000153,0.033589999999999995,75.0,1,0,0.42800000299999996,7.024000168,15.80000019,5.401100158999999,1,1,18.29999924,395.61999510000004,1.980000019
26.60000038,0.127440006,0.0,2,0,0.448000014,6.769999981000001,2.900000095,5.720900059,1,1,17.89999962,385.4100037,4.840000153
25.29999924,0.141499996,0.0,2,0,0.448000014,6.1690001489999995,6.599999905,5.720900059,1,1,17.89999962,383.36999510000004,5.809999942999999
24.70000076,0.159360006,0.0,2,0,0.448000014,6.210999966,6.5,5.720900059,1,1,17.89999962,394.4599915,7.440000057000001
21.20000076,0.12269000000000001,0.0,2,0,0.448000014,6.068999767,40.0,5.720900059,1,1,17.89999962,389.39001460000003,9.550000191
19.29999924,0.17141999300000002,0.0,2,0,0.448000014,5.68200016,33.79999924,5.100399971,1,1,17.89999962,396.89999389999997,10.21000004
